citation,doi,doi_num,citations,date.of.entry,type,journal,year_pdf,year_issue,participants_count,group_identifier,evolution_word,culture_word,universal_word,ppt_age_absolute,ppt_age_m_sd,multi_study_paper,countries,countries_info_given,crosscultural,culture_ppt_n,older_ppt
NA,10.1111/desc.12672,NA,8,08.09.2022,research article,Developmental Science,NA,"2018, 6",365,yes,no,no,no,"1, 2, 3, 4",NA,no,usa,yes,yes,29,no
NA,10.1111/desc.12673,NA,18,08.09.2022,research article,Developmental Science,NA,"2018, 6",929,yes,no,yes,no,"7, 8, 9",NA,yes,"brunei,canada",yes,yes,"56, 27, 27, 53, 134, 71",yes
NA,10.1111/desc.12674,NA,23,08.09.2022,research article,Developmental Science,NA,"2018, 6",390,yes,yes,no,no,"1, 2",NA,yes,australia,no,yes,"33, 25",no
NA,10.1111/desc.12675,NA,19,08.09.2022,research article,Developmental Science,NA,"2018, 6",261,no,no,yes,no,"4, 5, 7, 8",NA,no,australia,yes,no,82,no
NA,10.1111/desc.12676,NA,5,08.09.2022,research article,Developmental Science,NA,"2018, 6",134,no,no,no,no,"4, 5, 6, 7",NA,no,usa,no,no,61,no
NA,10.1111/desc.12677,NA,13,08.09.2022,research article,Developmental Science,NA,"2018, 6",375,no,no,no,no,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,yes,no,102,no
NA,10.1111/desc.12678,NA,2,08.09.2022,research article,Developmental Science,NA,"2018, 6",347,no,no,no,no,"8, 9, 10",NA,yes,france,yes,no,42,yes
NA,10.1111/desc.12679,NA,17,08.09.2022,research article,Developmental Science,NA,"2018, 6",273,yes,yes,yes,yes,"4, 5, 6",NA,no,usa,no,no,241,no
NA,10.1111/desc.12680,NA,9,08.09.2022,research article,Developmental Science,NA,"2018, 6",123,no,no,no,no,"7, 8, 9, 10",NA,no,usa,no,no,86,yes
NA,10.1111/desc.12682,NA,7,08.09.2022,research article,Developmental Science,NA,"2018, 6",133,no,no,no,no,0,NA,no,switzerland,no,no,14,no
NA,10.1111/desc.12684,NA,10,08.09.2022,research article,Developmental Science,NA,"2018, 6",199,no,no,no,no,"9, 10",NA,yes,china,yes,no,18,yes
NA,10.1111/desc.12685,NA,14,08.09.2022,research article,Developmental Science,NA,"2018, 6",503,no,no,no,no,"2, 3, 4",NA,no,usa,no,no,109,no
NA,10.1111/desc.12687,NA,37,08.09.2022,research article,Developmental Science,NA,"2018, 6",577,no,yes,no,no,"0, 2, 4",NA,no,finland,no,no,215,no
NA,10.1111/desc.12688,NA,21,08.09.2022,research article,Developmental Science,NA,"2018, 6",153,no,no,yes,no,"3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,yes,yes,"125, 125",yes
NA,10.1111/desc.12689,NA,19,08.09.2022,research article,Developmental Science,NA,"2018, 6",388,no,yes,no,no,"0, 1",NA,no,netherlands,no,no,116,no
NA,10.1111/desc.12690,NA,31,08.09.2022,research article,Developmental Science,NA,"2018, 6",165,no,no,no,no,0,NA,no,uk,yes,no,104,no
NA,10.1111/desc.12691,NA,40,08.09.2022,research article,Developmental Science,NA,"2018, 6",178,no,no,no,no,"3, 4, 5, 9",NA,no,usa,no,no,162,no
NA,10.1111/desc.12692,NA,28,08.09.2022,research article,Developmental Science,NA,"2018, 6",184,no,no,no,no,"4, 6",NA,no,usa,yes,no,361,no
NA,10.1111/desc.12693,NA,20,08.09.2022,research article,Developmental Science,NA,"2018, 6",484,no,no,no,no,0,NA,no,uk,yes,no,18,no
NA,10.1111/desc.12696,NA,21,08.09.2022,research article,Developmental Science,NA,"2018, 6",156,no,yes,yes,no,"4, 5, 6",NA,yes,usa,yes,no,180,no
NA,10.1111/desc.12695,NA,26,08.09.2022,research article,Developmental Science,NA,"2019, 1",308,no,no,yes,no,"2, 3, 4, 5",NA,yes,usa,no,no,171,no
NA,10.1111/desc.12697,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 1",313,no,no,no,no,2,NA,yes,usa,yes,no,76,no
NA,10.1111/desc.12698,NA,25,08.09.2022,research article,Developmental Science,NA,"2019, 1",277,no,no,no,no,0,NA,no,usa,no,no,25,no
NA,10.1111/desc.12699,NA,22,08.09.2022,research article,Developmental Science,NA,"2019, 1",461,no,no,yes,no,"7, 8, 9, 10",NA,no,usa,yes,no,494,yes
NA,10.1111/desc.12700,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 1",172,no,no,no,no,"2, 4",NA,yes,germany,no,no,92,no
NA,10.1111/desc.12701,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 1",540,yes,no,no,no,0,NA,no,uk,yes,yes,"28, 22, 23",no
NA,10.1111/desc.12702,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 1",81,no,no,yes,no,5,NA,no,usa,no,no,32,no
NA,10.1111/desc.12703,NA,16,08.09.2022,research article,Developmental Science,NA,"2019, 1",141,no,no,no,no,"0, 1",NA,no,usa,no,no,59,no
NA,10.1111/desc.12706,NA,41,08.09.2022,research article,Developmental Science,NA,"2019, 1",286,no,no,no,no,"8, 9, 10",NA,no,austria,no,no,26,yes
NA,10.1111/desc.12707,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 1",79,no,yes,no,no,"0, 3",NA,no,usa,no,no,36,no
NA,10.1111/desc.12709,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 1",65,no,no,no,no,"4, 5, 6",NA,no,norway,yes,no,217,no
NA,10.1111/desc.12715,NA,53,08.09.2022,research article,Developmental Science,NA,"2019, 1",96,no,no,yes,no,0,NA,no,usa,no,no,44,no
NA,10.1111/desc.12718,NA,24,08.09.2022,research article,Developmental Science,NA,"2019, 1",286,yes,no,yes,no,"4, 5",NA,no,belgium,yes,no,402,no
NA,10.1111/desc.12719,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 1",215,no,no,no,no,"9, 10",NA,no,usa,yes,no,24,yes
NA,10.1111/desc.12721,NA,29,08.09.2022,research article,Developmental Science,NA,"2019, 1",377,no,yes,yes,no,"7, 8, 9, 10",NA,no,switzerland,yes,no,1571,yes
NA,10.1111/desc.12722,NA,2,08.09.2022,research article,Developmental Science,NA,"2019, 1",261,yes,yes,yes,no,"9, 10",NA,no,usa,yes,no,10,yes
NA,10.1111/desc.12723,NA,22,08.09.2022,research article,Developmental Science,NA,"2019, 1",390,no,no,no,no,"5, 6, 7, 8, 9",NA,no,uk,yes,no,237,no
NA,10.1111/desc.12724,NA,37,08.09.2022,research article,Developmental Science,NA,"2019, 1",1,yes,no,yes,yes,"0, 1",NA,no,usa,yes,no,61,no
NA,10.1111/desc.12725,NA,16,08.09.2022,research article,Developmental Science,NA,"2019, 1",767,no,no,no,no,"0, 1, 2",NA,no,usa,yes,no,59,no
NA,10.1111/desc.12726,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 1",261,no,no,no,no,"5, 7, 9",NA,no,uk,no,no,181,no
NA,10.1111/desc.12727,NA,14,08.09.2022,research article,Developmental Science,NA,"2019, 1",129,no,no,no,no,"4, 7",NA,no,usa,yes,no,57,no
NA,10.1111/desc.12735,NA,57,08.09.2022,research article,Developmental Science,NA,"2019, 1",96,no,no,no,no,"0, 1",NA,no,usa,no,no,26,no
NA,10.1111/desc.12736,NA,17,08.09.2022,research article,Developmental Science,NA,"2019, 1",176,no,yes,yes,no,2,NA,yes,usa,yes,no,96,no
NA,10.1111/desc.12745,NA,21,08.09.2022,research article,Developmental Science,NA,"2019, 1",133,no,no,no,yes,"6, 7, 8, 9",NA,no,china,yes,no,143,no
NA,10.1111/desc.12746,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 1",387,no,no,no,no,1,NA,no,usa,yes,no,18,no
NA,10.1111/desc.12747,NA,36,08.09.2022,research article,Developmental Science,NA,"2019, 1",364,no,no,no,no,"5, 6, 7, 8, 9, 10",NA,no,uk,yes,no,245,yes
NA,10.1111/desc.12728,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 2",196,no,no,no,no,"5, 7",NA,yes,germany,yes,no,246,no
NA,10.1111/desc.12729,NA,48,08.09.2022,research article,Developmental Science,NA,"2019, 2",199,yes,yes,yes,yes,"4, 5, 6, 7, 8, 9, 10",NA,no,"argentina,canada,chile,china,colombia,cuba,jordan,mexico,norway,south africa,taiwan,turkey,usa",yes,yes,"123, 230, 136, 123, 131, 171, 193, 164, 84, 147, 84, 203, 132",yes
NA,10.1111/desc.12734,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 2",195,yes,no,no,no,NA,"10.91, 0.36",no,canada,yes,no,703,yes
NA,10.1111/desc.12737,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 2",285,no,no,no,no,"6, 7, 8, 9, 10",NA,yes,usa,yes,no,18,yes
NA,10.1111/desc.12739,NA,4,08.09.2022,research article,Developmental Science,NA,"2019, 2",205,no,no,no,no,"1, 3, 4, 5, 6",NA,no,usa,no,no,55,yes
NA,10.1111/desc.12740,NA,20,08.09.2022,research article,Developmental Science,NA,"2019, 2",170,no,no,no,no,1,NA,no,usa,no,no,40,no
NA,10.1111/desc.12741,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 2",106,no,no,no,no,"1, 2",NA,no,uk,yes,no,125,no
NA,10.1111/desc.12742,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 2",191,no,no,no,no,"2, 3",NA,no,belgium,yes,no,70,no
NA,10.1111/desc.12743,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 2",257,no,no,no,no,1,NA,no,germany,no,no,30,no
NA,10.1111/desc.12744,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 2",291,no,no,no,no,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,no,no,71,yes
NA,10.1111/desc.12748,NA,18,08.09.2022,research article,Developmental Science,NA,"2019, 2",317,no,no,no,no,6,NA,no,china,yes,no,91,no
NA,10.1111/desc.12750,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 2",255,yes,no,yes,yes,"3, 4, 5",NA,yes,"canada,usa",yes,yes,"101, 49",no
NA,10.1111/desc.12751,NA,14,08.09.2022,research article,Developmental Science,NA,"2019, 2",398,no,no,yes,no,1,NA,yes,france,yes,no,36,no
NA,10.1111/desc.12753,NA,27,08.09.2022,research article,Developmental Science,NA,"2019, 2",203,no,no,no,no,"2, 3, 4, 5",NA,no,usa,yes,no,88,no
NA,10.1111/desc.12754,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 2",105,no,no,no,no,1,NA,no,uk,yes,no,72,no
NA,10.1111/desc.12756,NA,21,08.09.2022,research article,Developmental Science,NA,"2019, 2",148,no,no,no,no,5,NA,no,spain,yes,no,107,no
NA,10.1111/desc.12757,NA,13,08.09.2022,research article,Developmental Science,NA,"2019, 2",397,no,yes,yes,yes,"1, 2, 3",NA,yes,germany,yes,no,216,no
NA,10.1111/desc.12755,NA,19,08.09.2022,research article,Developmental Science,NA,"2019, 3",910,yes,no,no,no,"1, 4, 6",NA,yes,spain,yes,yes,"37, 33",no
NA,10.1111/desc.12758,NA,36,08.09.2022,research article,Developmental Science,NA,"2019, 3",204,no,no,no,no,"0, 1",NA,no,usa,no,no,150,no
NA,10.1111/desc.12762,NA,32,08.09.2022,research article,Developmental Science,NA,"2019, 3",606,no,yes,no,no,"0, 1",NA,no,usa,yes,no,77,no
NA,10.1111/desc.12763,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 3",307,no,no,no,no,"1, 4, 5, 8, 9, 10",NA,no,netherlands,yes,no,116,yes
NA,10.1111/desc.12764,NA,38,08.09.2022,research article,Developmental Science,NA,"2019, 3",304,no,no,no,no,"1, 2",NA,no,usa,yes,no,55,no
NA,10.1111/desc.12765,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 3",373,no,no,no,no,"9, 10",NA,no,germany,no,no,82,yes
NA,10.1111/desc.12766,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 3",387,no,no,no,no,"0, 1",NA,no,israel,yes,no,382,no
NA,10.1111/desc.12767,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 3",205,no,no,no,no,"0, 1, 3",NA,no,usa,no,no,117,no
NA,10.1111/desc.12768,NA,16,08.09.2022,research article,Developmental Science,NA,"2019, 3",211,no,no,no,no,"0, 1, 3",NA,no,usa,no,no,34,no
NA,10.1111/desc.12769,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 3",170,no,no,no,no,"4, 5, 6, 7, 8, 9, 10",NA,yes,uk,no,no,251,yes
NA,10.1111/desc.12770,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 3",229,no,no,no,no,1,NA,no,usa,yes,no,38,no
NA,10.1111/desc.12771,NA,20,08.09.2022,research article,Developmental Science,NA,"2019, 3",132,no,no,no,no,0,NA,no,uk,no,no,50,no
NA,10.1111/desc.12772,NA,10,08.09.2022,research article,Developmental Science,NA,"2019, 3",418,no,yes,no,no,"4, 7",NA,no,netherlands,yes,no,89,no
NA,10.1111/desc.12773,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 3",176,no,no,no,no,"4, 5",NA,no,usa,yes,no,143,no
NA,10.1111/desc.12774,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 3",221,no,no,yes,no,"5, 6",NA,yes,uk,yes,no,192,no
NA,10.1111/desc.12775,NA,38,08.09.2022,research article,Developmental Science,NA,"2019, 3",374,no,no,no,no,"9, 10",NA,no,usa,yes,no,71,yes
NA,10.1111/desc.12776,NA,14,08.09.2022,research article,Developmental Science,NA,"2019, 3",185,no,no,no,no,"7, 8, 9, 10",NA,yes,uk,yes,no,304,no
NA,10.1111/desc.12788,NA,31,08.09.2022,research article,Developmental Science,NA,"2019, 3",226,no,no,yes,no,"4, 5",NA,yes,usa,yes,no,60,no
NA,10.1111/desc.12791,NA,10,08.09.2022,research article,Developmental Science,NA,"2019, 3",286,no,no,yes,no,"3, 4, 5",NA,no,usa,no,no,47,no
NA,10.1111/desc.12778,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 4",369,yes,no,no,no,0,NA,no,canada,yes,yes,"24, 24",no
NA,10.1111/desc.12779,NA,19,08.09.2022,research article,Developmental Science,NA,"2019, 4",231,yes,no,yes,yes,0,NA,no,vanuatu,yes,yes,22,no
NA,10.1111/desc.12780,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 4",105,no,no,no,no,0,NA,no,usa,no,no,27,no
NA,10.1111/desc.12781,NA,1,08.09.2022,research article,Developmental Science,NA,"2019, 4",701,yes,no,yes,no,"3, 4, 5",NA,yes,canada,yes,yes,"21, 21, 50, 59",no
NA,10.1111/desc.12782,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 4",412,no,no,yes,no,"8, 9",NA,no,usa,no,no,30,yes
NA,10.1111/desc.12786,NA,29,08.09.2022,research article,Developmental Science,NA,"2019, 4",51,no,no,yes,no,"6, 7, 8, 9, 10",NA,no,uk,yes,no,155,no
NA,10.1111/desc.12787,NA,2,08.09.2022,research article,Developmental Science,NA,"2019, 4",369,yes,no,no,no,0,NA,no,canada,yes,yes,"24, 24",no
NA,10.1111/desc.12789,NA,3,08.09.2022,research article,Developmental Science,NA,"2019, 4",97,no,no,no,no,"7, 8, 9, 10",NA,no,china,no,no,73,no
NA,10.1111/desc.12790,NA,4,08.09.2022,research article,Developmental Science,NA,"2019, 4",457,no,no,yes,no,"5, 6, 7",NA,yes,usa,yes,no,252,no
NA,10.1111/desc.12792,NA,24,08.09.2022,research article,Developmental Science,NA,"2019, 4",242,no,no,yes,no,"0, 1",NA,no,usa,yes,no,47,no
NA,10.1111/desc.12793,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 4",360,yes,no,yes,no,NA,"4.35, 0.28; 4.85, 0.28; 5.35, 0.28; 5.85, 0.28",no,china,yes,no,88,no
NA,10.1111/desc.12794,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 4",259,yes,no,no,no,"1, 2",NA,no,usa,yes,no,20,no
NA,10.1111/desc.12797,NA,25,08.09.2022,research article,Developmental Science,NA,"2019, 4",534,yes,yes,no,no,0,NA,yes,canada,yes,yes,"30, 30",no
NA,10.1111/desc.12800,NA,24,08.09.2022,research article,Developmental Science,NA,"2019, 4",739,yes,no,yes,no,"3, 4, 5, 6, 7, 8, 9, 10",NA,no,ghana,yes,no,3433,yes
NA,10.1111/desc.12802,NA,28,08.09.2022,research article,Developmental Science,NA,"2019, 4",164,no,no,no,yes,0,NA,yes,italy,yes,no,80,no
NA,10.1111/desc.12803,NA,14,08.09.2022,research article,Developmental Science,NA,"2019, 4",255,no,no,no,no,0,NA,no,france,yes,no,33,no
NA,10.1111/desc.12823,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 4",383,yes,no,yes,no,"6, 7, 8, 9, 10",NA,no,"kyrgyzstan,russia",yes,yes,"295, 121",yes
NA,10.1111/desc.12761,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 5",0,yes,no,yes,no,0,NA,no,malawi,yes,yes,376,no
NA,10.1111/desc.12795,NA,15,08.09.2022,research article,Developmental Science,NA,"2019, 5",249,yes,no,yes,yes,"2, 4",NA,no,pakistan,yes,no,1144,no
NA,10.1111/desc.12798,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 5",457,yes,no,yes,no,5,NA,no,"iraq,italy",yes,yes,"51, 53",no
NA,10.1111/desc.12799,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 5",175,yes,no,no,no,10,NA,no,brazil,yes,no,8,yes
NA,10.1111/desc.12806,NA,17,08.09.2022,research article,Developmental Science,NA,"2019, 5",222,yes,no,yes,no,"0, 1, 2, 3, 4",NA,no,india,yes,no,829,no
NA,10.1111/desc.12808,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 5",499,yes,no,yes,no,"0, 1, 2",NA,yes,gambia,yes,yes,171,no
NA,10.1111/desc.12810,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 5",349,yes,yes,yes,no,"0, 1, 2, 3, 6, 7, 8",NA,no,colombia,yes,yes,1330,no
NA,10.1111/desc.12817,NA,27,08.09.2022,research article,Developmental Science,NA,"2019, 5",772,yes,no,yes,no,0,NA,no,"gambia,uk",yes,yes,"115, 62",no
NA,10.1111/desc.12818,NA,17,08.09.2022,research article,Developmental Science,NA,"2019, 5",703,yes,no,no,no,"4, 5, 6, 7",NA,no,kenya,yes,yes,1480,no
NA,10.1111/desc.12820,NA,47,08.09.2022,research article,Developmental Science,NA,"2019, 5",216,yes,no,yes,no,"3, 4, 5, 6",NA,no,south africa,yes,yes,"65, 64",no
NA,10.1111/desc.12822,NA,28,08.09.2022,research article,Developmental Science,NA,"2019, 5",457,yes,no,yes,no,"0, 1, 2, 3, 4",NA,no,india,yes,yes,34,no
NA,10.1111/desc.12827,NA,33,08.09.2022,research article,Developmental Science,NA,"2019, 5",333,yes,yes,yes,no,NA,"10.78, 0.74; 10.69, 0.85",no,china,yes,no,214,yes
NA,10.1111/desc.12828,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 5",520,yes,no,no,yes,NA,"7.8, 1.7; 8.6, 1.7; 9.5, 1.7",no,kenya,yes,yes,"849, 197, 177",no
NA,10.1111/desc.12833,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 5",212,yes,no,yes,no,10,NA,no,kenya,yes,no,13,yes
NA,10.1111/desc.12839,NA,20,08.09.2022,research article,Developmental Science,NA,"2019, 5",171,yes,no,yes,no,"0, 3",NA,no,bangladesh,yes,no,260,no
NA,10.1111/desc.12841,NA,13,08.09.2022,research article,Developmental Science,NA,"2019, 5",410,yes,no,yes,no,0,NA,no,bangladesh,yes,yes,"16, 16",no
NA,10.1111/desc.12845,NA,3,08.09.2022,research article,Developmental Science,NA,"2019, 5",472,yes,yes,yes,no,"6, 7, 8, 9, 10",NA,no,democratic republic of congo,yes,no,3192,yes
NA,10.1111/desc.12846,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 5",792,yes,no,yes,no,"7, 8, 9, 10",NA,no,south africa,yes,no,1958,no
NA,10.1111/desc.12858,NA,15,08.09.2022,research article,Developmental Science,NA,"2019, 5",271,yes,no,yes,no,"7, 8, 9, 10",NA,no,romania,yes,yes,"322, 178",no
NA,10.1111/desc.12859,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 5",400,yes,no,yes,no,"5, 6, 7, 8",NA,no,philippines,yes,yes,320,no
NA,10.1111/desc.12864,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 5",686,yes,no,yes,no,"4, 5, 6, 7, 8, 9, 10",NA,yes,malawi,yes,no,1345,yes
NA,10.1111/desc.12874,NA,9,08.09.2022,research article,Developmental Science,NA,"2019, 5",424,yes,no,yes,no,"3, 4, 5",NA,no,cambodia,yes,no,6508,no
NA,10.1111/desc.12875,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 5",146,yes,yes,yes,no,"2, 3, 4, 5, 6",NA,no,kenya,yes,no,505,no
NA,10.1111/desc.12878,NA,12,08.09.2022,research article,Developmental Science,NA,"2019, 5",143,yes,no,yes,no,NA,"5.2, SD not provided",no,ghana,yes,no,3435,no
NA,10.1111/desc.12801,NA,36,08.09.2022,research article,Developmental Science,NA,"2019, 6",392,no,yes,yes,yes,0,NA,yes,italy,yes,no,48,no
NA,10.1111/desc.12804,NA,10,08.09.2022,research article,Developmental Science,NA,"2019, 6",184,no,no,yes,no,"0, 1",NA,no,japan,yes,no,78,no
NA,10.1111/desc.12805,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 6",301,no,no,yes,no,1,NA,yes,usa,no,no,80,no
NA,10.1111/desc.12807,NA,13,08.09.2022,research article,Developmental Science,NA,"2019, 6",430,yes,no,no,no,"5, 6",NA,no,usa,yes,no,51,no
NA,10.1111/desc.12809,NA,13,08.09.2022,research article,Developmental Science,NA,"2019, 6",1021,yes,no,no,no,1,NA,no,singapore,yes,yes,"35, 36",no
NA,10.1111/desc.12811,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 6",138,no,no,no,no,0,NA,no,italy,no,no,27,no
NA,10.1111/desc.12812,NA,5,08.09.2022,research article,Developmental Science,NA,"2019, 6",285,no,yes,no,no,"9, 10",NA,no,usa,no,no,40,yes
NA,10.1111/desc.12816,NA,14,08.09.2022,research article,Developmental Science,NA,"2019, 6",234,no,no,no,no,1,NA,no,usa,yes,no,22,no
NA,10.1111/desc.12819,NA,7,08.09.2022,research article,Developmental Science,NA,"2019, 6",192,no,no,no,no,"3, 4, 5",NA,no,usa,yes,no,106,no
NA,10.1111/desc.12821,NA,4,08.09.2022,research article,Developmental Science,NA,"2019, 6",208,no,no,no,no,"5, 8",NA,yes,france,yes,no,260,no
NA,10.1111/desc.12824,NA,26,08.09.2022,research article,Developmental Science,NA,"2019, 6",350,no,no,no,no,"0, 3, 4, 6",NA,no,usa,yes,no,157,no
NA,10.1111/desc.12825,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 6",209,no,no,yes,no,0,NA,yes,japan,yes,no,69,no
NA,10.1111/desc.12826,NA,1,08.09.2022,research article,Developmental Science,NA,"2019, 6",496,yes,no,no,no,NA,"9.4, 0.4; 9.1, 0.1",no,germany,yes,no,78,no
NA,10.1111/desc.12829,NA,26,08.09.2022,research article,Developmental Science,NA,"2019, 6",236,no,no,no,no,0,NA,no,"france,uk",yes,no,241,no
NA,10.1111/desc.12830,NA,6,08.09.2022,research article,Developmental Science,NA,"2019, 6",94,no,yes,no,no,0,NA,no,france,yes,no,45,no
NA,10.1111/desc.12832,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 6",342,no,no,no,no,"0, 1",NA,yes,germany,no,no,57,no
NA,10.1111/desc.12836,NA,13,08.09.2022,research article,Developmental Science,NA,"2019, 6",520,no,no,no,no,"0, 3",NA,no,united states,no,no,50,no
NA,10.1111/desc.12837,NA,8,08.09.2022,research article,Developmental Science,NA,"2019, 6",320,no,no,yes,no,NA,"7.93, SD not provided; 8.18, SD not provided; 8.52, SD not provided; 10.26, 0.66",no,usa,yes,no,306,yes
NA,10.1111/desc.12847,NA,11,08.09.2022,research article,Developmental Science,NA,"2019, 6",31,no,no,no,no,0,NA,no,usa,no,no,33,no
NA,10.1111/desc.12838,NA,5,08.09.2022,research article,Developmental Science,NA,"2020, 1",306,no,no,no,no,"9, 10",NA,no,usa,yes,no,44,yes
NA,10.1111/desc.12840,NA,5,08.09.2022,research article,Developmental Science,NA,"2020, 1",445,no,no,no,no,"4, 5, 6",NA,no,italy,yes,no,41,no
NA,10.1111/desc.12842,NA,9,08.09.2022,research article,Developmental Science,NA,"2020, 1",198,no,yes,no,no,4,NA,yes,germany,yes,no,28,no
NA,10.1111/desc.12843,NA,25,08.09.2022,research article,Developmental Science,NA,"2020, 1",291,no,no,no,no,"0, 1, 2",NA,yes,uk,no,no,192,no
NA,10.1111/desc.12844,NA,19,08.09.2022,research article,Developmental Science,NA,"2020, 1",716,yes,no,no,no,"3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,no,no,368,yes
NA,10.1111/desc.12854,NA,16,08.09.2022,research article,Developmental Science,NA,"2020, 1",560,yes,no,yes,yes,"3, 4, 5",NA,no,"australia,south africa",yes,yes,"937, 155",no
NA,10.1111/desc.12856,NA,11,08.09.2022,research article,Developmental Science,NA,"2020, 1",132,no,no,yes,no,NA,"6.97, 1.54; 7.43, 0.70",no,china,yes,no,45,no
NA,10.1111/desc.12857,NA,22,08.09.2022,research article,Developmental Science,NA,"2020, 1",600,no,no,no,no,"5, 6, 7, 8, 9, 10",NA,no,belgium,no,no,54,no
NA,10.1111/desc.12860,NA,40,08.09.2022,research article,Developmental Science,NA,"2020, 1",268,no,no,no,no,"0, 1, 2, 3, 4, 5",NA,no,usa,yes,no,1292,no
NA,10.1111/desc.12861,NA,11,08.09.2022,research article,Developmental Science,NA,"2020, 1",87,no,no,no,no,"5, 6, 7",NA,no,uk,no,no,27,no
NA,10.1111/desc.12862,NA,8,08.09.2022,research article,Developmental Science,NA,"2020, 1",149,no,yes,yes,no,"1, 2",NA,no,usa,yes,no,48,no
NA,10.1111/desc.12863,NA,26,08.09.2022,research article,Developmental Science,NA,"2020, 1",179,no,no,no,no,"3, 4, 6, 7",NA,no,usa,no,no,56,no
NA,10.1111/desc.12865,NA,3,08.09.2022,research article,Developmental Science,NA,"2020, 1",506,yes,no,no,no,"7, 8, 9, 10",NA,no,japan,yes,no,26,yes
NA,10.1111/desc.12867,NA,2,08.09.2022,research article,Developmental Science,NA,"2020, 1",212,no,no,no,no,"3, 4, 5, 6",NA,no,usa,yes,no,50,no
NA,10.1111/desc.12869,NA,8,08.09.2022,research article,Developmental Science,NA,"2020, 1",190,no,no,no,no,1,NA,no,netherlands,no,no,40,no
NA,10.1111/desc.12871,NA,8,08.09.2022,research article,Developmental Science,NA,"2020, 1",263,no,no,yes,no,"6, 7",NA,yes,usa,no,no,196,no
NA,10.1111/desc.12873,NA,5,08.09.2022,research article,Developmental Science,NA,"2020, 1",150,no,yes,no,no,0,NA,no,netherlands,yes,no,17,no
NA,10.1111/desc.12883,NA,11,08.09.2022,research article,Developmental Science,NA,"2020, 1",167,no,no,yes,no,"5, 6, 7, 8",NA,no,canada,yes,no,224,no
NA,10.1111/desc.12891,NA,10,08.09.2022,research article,Developmental Science,NA,"2020, 1",313,no,no,no,no,"0, 1, 2, 3, 4, 6",NA,no,usa,yes,no,410,no
NA,10.1111/desc.12876,NA,2,08.09.2022,research article,Developmental Science,NA,"2020, 2",84,no,no,no,no,"0, 3",NA,no,usa,no,no,31,no
NA,10.1111/desc.12877,NA,23,08.09.2022,research article,Developmental Science,NA,"2020, 2",142,no,yes,no,no,0,NA,no,france,no,no,18,no
